TurbineID,WindSpeed,RotorSpeed,BladeAngle,GearboxTemp,GeneratorTemp,Vibration,PowerOutput,Humidity,AmbientTemperature,TimeSinceLastMaintenance,Failure,FaultType
T97,24.8,13.3,20.0,73.0,90.0,1.31,1357.0,74.0,34.0,296,0.0,None
T68,21.3,12.9,28.0,83.0,85.0,1.08,1407.0,70.0,29.0,93,0.0,None
T70,22.9,15.4,39.0,79.0,95.0,1.32,1102.0,74.0,34.0,43,1.0,Generator
T87,17.4,13.3,36.0,83.0,76.0,1.23,1314.0,61.0,17.0,175,0.0,None
T19,14.6,18.6,42.0,86.0,77.0,0.78,1482.0,60.0,34.0,165,0.0,None
T72,24.8,12.1,26.0,84.0,90.0,1.49,1153.0,78.0,25.0,191,0.0,None
T13,13.9,18.8,32.0,71.0,86.0,0.99,929.0,71.0,21.0,239,0.0,None
T65,23.3,16.6,38.0,96.0,77.0,1.08,1184.0,64.0,32.0,240,0.0,None
T6,20.2,19.6,42.0,73.0,83.0,1.04,1651.0,74.0,27.0,247,1.0,Blades
T71,11.6,10.2,41.0,99.0,76.0,1.39,1844.0,74.0,17.0,238,1.0,Gearbox
T27,15.1,10.6,29.0,96.0,86.0,0.78,1044.0,78.0,26.0,177,0.0,None
T79,12.7,15.0,42.0,87.0,77.0,0.56,1639.0,75.0,28.0,237,0.0,None
T52,7.7,19.1,28.0,77.0,75.0,0.93,1274.0,77.0,15.0,213,0.0,None
T98,12.1,17.3,42.0,73.0,81.0,1.42,1231.0,77.0,26.0,143,0.0,None
T87,22.8,16.2,38.0,90.0,80.0,0.94,1376.0,66.0,22.0,150,0.0,None
T48,20.1,10.3,22.0,76.0,82.0,0.78,1858.0,70.0,24.0,106,0.0,None
T88,10.6,13.5,43.0,92.0,82.0,1.12,1539.0,61.0,17.0,192,0.0,None
T79,12.4,13.5,22.0,95.0,88.0,1.24,1605.0,61.0,25.0,208,0.0,None
T99,17.3,15.4,42.0,100.0,89.0,0.96,1026.0,78.0,35.0,148,0.0,None
T68,13.3,12.6,33.0,85.0,78.0,0.88,1033.0,61.0,30.0,107,0.0,None
T44,15.1,12.7,35.0,99.0,85.0,0.86,1453.0,71.0,34.0,241,0.0,None
T17,19.0,16.2,18.0,74.0,93.0,0.92,1690.0,79.0,21.0,294,0.0,None
T95,14.3,19.4,17.0,95.0,78.0,1.34,1115.0,64.0,23.0,168,1.0,Gearbox
T38,8.8,16.6,44.0,81.0,94.0,0.98,1503.0,69.0,28.0,213,0.0,None
T10,15.4,16.7,25.0,81.0,75.0,0.81,1908.0,73.0,30.0,276,0.0,None
T54,12.1,19.9,40.0,78.0,77.0,0.68,1464.0,71.0,21.0,237,0.0,None
T91,10.8,11.5,36.0,75.0,79.0,0.78,1429.0,67.0,22.0,145,0.0,None
T6,11.6,10.3,33.0,83.0,84.0,0.96,1544.0,76.0,18.0,31,0.0,None
T6,13.8,17.5,36.0,100.0,81.0,1.05,1662.0,68.0,29.0,111,0.0,None
T52,22.7,14.4,18.0,80.0,83.0,1.12,1232.0,68.0,22.0,124,0.0,None
T15,19.7,14.3,27.0,84.0,94.0,0.57,1268.0,60.0,18.0,161,0.0,None
T68,18.4,12.3,33.0,77.0,82.0,1.11,1072.0,77.0,28.0,181,0.0,None
T57,14.4,15.1,41.0,80.0,92.0,0.85,1944.0,80.0,15.0,277,0.0,None
T56,5.0,14.4,36.0,72.0,76.0,0.76,952.0,75.0,34.0,195,0.0,None
T7,11.8,13.5,23.0,99.0,91.0,0.83,1407.0,79.0,28.0,297,0.0,None
T51,21.3,14.4,45.0,85.0,93.0,1.28,1652.0,70.0,27.0,160,1.0,Blades
T58,12.8,13.8,34.0,92.0,81.0,1.3,1682.0,72.0,28.0,148,0.0,None
T64,16.3,19.4,30.0,85.0,86.0,0.6,1589.0,78.0,21.0,204,0.0,None
T26,9.1,19.8,38.0,93.0,79.0,0.99,1275.0,70.0,20.0,158,0.0,None
T58,23.3,18.4,33.0,86.0,77.0,1.03,985.0,61.0,26.0,227,0.0,None
T31,23.5,19.9,36.0,91.0,90.0,0.53,1925.0,75.0,34.0,204,0.0,None
T66,7.9,12.7,34.0,91.0,88.0,1.22,1110.0,63.0,21.0,218,0.0,None
T92,19.5,18.4,20.0,86.0,90.0,0.87,1900.0,67.0,29.0,130,0.0,None
T13,6.5,14.1,31.0,77.0,84.0,0.92,1148.0,77.0,34.0,63,0.0,None
T18,17.0,17.5,23.0,76.0,80.0,1.11,978.0,66.0,26.0,82,0.0,None
T94,8.6,12.0,32.0,96.0,84.0,0.97,992.0,79.0,24.0,299,0.0,None
T75,7.9,18.1,19.0,74.0,76.0,1.25,1294.0,76.0,30.0,35,0.0,None
T13,5.1,10.8,22.0,87.0,81.0,1.1,1067.0,79.0,18.0,283,0.0,None
T24,23.8,12.7,39.0,85.0,81.0,0.73,1431.0,62.0,16.0,163,0.0,None
T57,21.6,18.2,27.0,94.0,89.0,1.37,1399.0,66.0,22.0,252,1.0,Gearbox
T29,6.5,17.5,35.0,74.0,76.0,0.72,1820.0,76.0,32.0,278,0.0,None
T56,17.0,15.0,30.0,91.0,80.0,1.21,1665.0,73.0,17.0,233,0.0,None
T54,9.7,16.7,25.0,88.0,81.0,1.29,1668.0,75.0,27.0,278,0.0,None
T5,10.3,11.9,30.0,91.0,86.0,1.19,1550.0,77.0,16.0,158,0.0,None
T35,22.5,16.7,39.0,89.0,80.0,0.92,952.0,65.0,25.0,64,0.0,None
T19,7.3,10.1,23.0,87.0,78.0,1.38,1722.0,79.0,18.0,116,0.0,None
T55,17.0,18.3,28.0,98.0,80.0,0.83,1294.0,75.0,27.0,88,0.0,None
T77,13.0,15.2,21.0,80.0,83.0,1.19,1820.0,79.0,21.0,240,0.0,None
T69,8.8,19.4,26.0,76.0,86.0,1.38,1171.0,62.0,22.0,278,0.0,None
T44,14.0,14.8,42.0,94.0,76.0,0.66,1637.0,71.0,16.0,291,0.0,None
T78,23.8,14.3,39.0,74.0,81.0,1.15,1564.0,76.0,31.0,287,0.0,None
T38,20.6,14.5,26.0,90.0,90.0,1.4,1023.0,62.0,27.0,52,0.0,None
T62,7.6,13.6,19.0,86.0,87.0,0.6,1050.0,70.0,27.0,212,0.0,None
T22,22.0,11.7,28.0,70.0,84.0,0.65,2000.0,76.0,28.0,202,0.0,None
T73,23.7,18.4,38.0,77.0,84.0,0.88,1269.0,61.0,28.0,193,0.0,None
T40,10.5,13.9,16.0,85.0,82.0,1.49,1348.0,74.0,22.0,31,0.0,None
T26,11.7,15.3,37.0,80.0,82.0,0.72,1841.0,79.0,20.0,128,0.0,None
T5,7.5,10.2,35.0,83.0,83.0,0.82,1594.0,61.0,21.0,40,0.0,None
T93,11.9,10.6,17.0,88.0,92.0,1.34,1647.0,78.0,31.0,179,1.0,Generator
T54,18.5,16.0,34.0,92.0,84.0,0.63,1600.0,68.0,18.0,38,0.0,None
T86,10.4,18.8,24.0,75.0,88.0,1.5,1256.0,60.0,25.0,31,0.0,None
T49,5.1,14.9,20.0,78.0,91.0,1.24,1812.0,67.0,28.0,99,0.0,None
T3,11.8,11.6,27.0,89.0,84.0,1.46,937.0,66.0,25.0,265,0.0,None
T92,14.1,11.2,21.0,88.0,92.0,0.64,1304.0,65.0,26.0,104,0.0,None
T38,16.3,19.0,40.0,92.0,95.0,0.73,1950.0,77.0,32.0,217,0.0,None
T14,18.7,17.0,37.0,89.0,85.0,0.87,1316.0,69.0,22.0,40,0.0,None
T47,6.2,19.7,44.0,80.0,83.0,0.55,918.0,66.0,22.0,199,0.0,None
T14,14.4,10.8,31.0,85.0,91.0,0.56,1111.0,66.0,18.0,243,0.0,None
T75,10.3,19.0,18.0,97.0,88.0,1.4,1939.0,80.0,30.0,194,1.0,Gearbox
T73,24.0,18.5,26.0,76.0,87.0,0.54,1834.0,72.0,19.0,162,0.0,None
T38,12.2,18.9,40.0,81.0,93.0,1.25,1115.0,61.0,25.0,54,0.0,None
T64,7.0,10.1,27.0,95.0,88.0,1.22,1975.0,78.0,32.0,201,0.0,None
T44,5.8,17.4,29.0,81.0,88.0,0.57,1075.0,75.0,17.0,148,0.0,None
T70,10.3,15.5,27.0,82.0,79.0,0.69,1992.0,64.0,18.0,85,0.0,None
T65,8.6,15.7,22.0,80.0,89.0,0.95,1829.0,62.0,19.0,174,0.0,None
T25,18.0,14.7,17.0,97.0,93.0,1.14,1904.0,68.0,18.0,224,0.0,None
T16,21.9,17.4,20.0,90.0,87.0,1.4,1054.0,64.0,34.0,93,0.0,None
T15,11.3,20.0,26.0,76.0,93.0,1.03,1232.0,74.0,30.0,84,0.0,None
T98,16.6,17.1,22.0,92.0,82.0,1.44,1672.0,63.0,24.0,197,1.0,Gearbox
T81,19.6,16.8,32.0,71.0,76.0,0.69,1456.0,70.0,21.0,194,0.0,None
T3,13.0,16.5,33.0,82.0,84.0,1.12,1221.0,73.0,17.0,30,0.0,None
T67,6.3,17.0,32.0,97.0,75.0,1.34,1665.0,73.0,15.0,138,1.0,Gearbox
T37,9.6,13.4,18.0,91.0,78.0,0.73,1758.0,75.0,28.0,135,0.0,None
T81,22.7,13.2,35.0,94.0,79.0,1.29,1214.0,70.0,25.0,135,0.0,None
T55,21.5,17.8,27.0,98.0,86.0,0.9,994.0,64.0,27.0,210,0.0,None
T38,6.7,10.5,41.0,93.0,94.0,1.5,1532.0,67.0,18.0,177,1.0,Gearbox
T63,9.5,17.6,31.0,73.0,75.0,0.59,1336.0,68.0,27.0,220,0.0,None
T1,20.4,18.1,18.0,77.0,80.0,1.05,1866.0,74.0,19.0,77,0.0,None
T71,14.7,15.2,15.0,85.0,94.0,1.28,950.0,73.0,16.0,126,0.0,None
T90,20.2,19.1,36.0,70.0,93.0,1.18,1602.0,70.0,32.0,192,0.0,None
T19,9.2,14.7,27.0,89.0,92.0,1.01,952.0,69.0,32.0,33,0.0,None
T52,24.1,11.8,24.0,90.0,77.0,1.01,1025.0,61.0,27.0,267,0.0,None
T30,20.7,13.6,28.0,91.0,88.0,0.91,1306.0,74.0,33.0,146,0.0,None
T55,8.9,19.1,17.0,87.0,79.0,0.84,1151.0,76.0,30.0,281,0.0,None
T14,16.2,19.9,27.0,84.0,88.0,1.09,1078.0,78.0,20.0,50,0.0,None
T13,7.3,14.2,24.0,96.0,84.0,1.25,1772.0,60.0,33.0,144,0.0,None
T84,12.2,11.7,39.0,93.0,88.0,0.78,1155.0,77.0,23.0,41,0.0,None
T90,18.2,12.9,20.0,88.0,84.0,1.45,1301.0,78.0,35.0,227,0.0,None
T27,11.6,15.5,38.0,71.0,93.0,0.86,1899.0,73.0,29.0,248,0.0,None
T89,18.1,15.7,30.0,91.0,76.0,0.93,1764.0,66.0,19.0,193,0.0,None
T9,9.9,16.3,17.0,87.0,79.0,0.91,1476.0,78.0,23.0,169,0.0,None
T41,19.4,18.4,44.0,91.0,92.0,0.61,1003.0,67.0,28.0,94,0.0,None
T48,12.2,17.1,37.0,79.0,90.0,0.62,1940.0,72.0,31.0,117,0.0,None
T12,20.8,12.6,23.0,93.0,79.0,1.3,1680.0,69.0,27.0,110,0.0,None
T10,7.7,14.0,32.0,83.0,77.0,0.88,939.0,78.0,30.0,192,0.0,None
T6,12.2,18.4,42.0,97.0,81.0,0.72,1944.0,65.0,25.0,45,0.0,None
T34,14.3,16.3,43.0,73.0,85.0,1.21,979.0,67.0,21.0,214,0.0,None
T52,13.5,11.7,37.0,85.0,76.0,1.46,1563.0,68.0,29.0,140,0.0,None
T41,13.7,13.3,37.0,76.0,92.0,1.44,1333.0,77.0,31.0,179,1.0,Generator
T83,13.9,17.9,23.0,84.0,85.0,1.22,1979.0,66.0,21.0,215,0.0,None
T6,24.8,11.7,45.0,81.0,93.0,0.69,1915.0,66.0,24.0,245,1.0,Blades
T2,8.9,16.9,22.0,94.0,82.0,0.65,1559.0,76.0,22.0,143,0.0,None
T15,20.4,15.6,18.0,75.0,76.0,1.37,1671.0,68.0,18.0,84,0.0,None
T17,16.0,11.5,44.0,88.0,92.0,1.46,1804.0,73.0,30.0,46,1.0,Generator
T16,13.3,16.9,20.0,82.0,78.0,1.12,1802.0,78.0,25.0,75,0.0,None
T28,17.7,11.4,31.0,86.0,82.0,1.4,1559.0,65.0,18.0,191,0.0,None
T85,22.1,14.0,29.0,91.0,84.0,1.31,1177.0,69.0,22.0,144,1.0,Gearbox
T72,14.3,13.1,40.0,81.0,85.0,0.65,1244.0,70.0,30.0,45,0.0,None
T10,22.3,16.9,27.0,81.0,75.0,0.72,1632.0,71.0,23.0,120,0.0,None
T10,6.9,17.8,30.0,72.0,86.0,0.57,1657.0,78.0,16.0,285,0.0,None
T10,18.1,11.7,16.0,87.0,77.0,0.97,1309.0,80.0,17.0,33,0.0,None
T73,11.7,18.1,21.0,83.0,82.0,0.82,1877.0,76.0,35.0,215,0.0,None
T28,12.7,10.1,40.0,94.0,95.0,0.93,1340.0,61.0,24.0,167,0.0,None
T24,16.4,15.3,29.0,83.0,81.0,0.51,1668.0,62.0,28.0,95,0.0,None
T19,14.6,15.2,22.0,99.0,91.0,1.22,1130.0,62.0,27.0,88,0.0,None
T97,12.6,16.2,26.0,75.0,85.0,0.7,1288.0,71.0,18.0,252,0.0,None
T68,11.2,12.4,24.0,78.0,79.0,0.87,1501.0,61.0,23.0,193,0.0,None
T56,17.4,10.1,32.0,82.0,89.0,0.9,941.0,70.0,29.0,119,0.0,None
T67,15.1,14.5,17.0,75.0,86.0,0.57,946.0,75.0,23.0,136,0.0,None
T42,11.5,10.7,22.0,99.0,86.0,0.87,1197.0,66.0,27.0,160,0.0,None
T12,9.1,18.9,26.0,89.0,76.0,1.4,1811.0,69.0,22.0,123,0.0,None
T18,20.5,11.7,43.0,70.0,82.0,1.39,1138.0,62.0,20.0,65,1.0,Blades
T23,21.0,14.3,34.0,87.0,90.0,0.52,1874.0,61.0,15.0,217,0.0,None
T84,9.3,14.3,30.0,93.0,91.0,0.53,1688.0,71.0,23.0,239,0.0,None
T6,10.2,15.5,21.0,72.0,91.0,1.09,1658.0,60.0,23.0,96,0.0,None
T53,9.8,17.8,32.0,87.0,76.0,0.7,1642.0,74.0,24.0,161,0.0,None
T98,22.7,14.7,43.0,81.0,78.0,1.4,1974.0,63.0,15.0,297,1.0,Blades
T42,20.5,10.3,32.0,87.0,95.0,0.98,1597.0,78.0,25.0,200,0.0,None
T66,6.5,17.7,20.0,78.0,78.0,0.83,1614.0,77.0,17.0,266,0.0,None
T30,21.7,10.8,45.0,90.0,79.0,1.45,1399.0,65.0,25.0,52,1.0,Blades
T9,5.7,16.4,30.0,90.0,91.0,0.82,1860.0,65.0,22.0,110,0.0,None
T91,10.1,18.0,25.0,86.0,83.0,0.82,963.0,61.0,16.0,94,0.0,None
T42,23.4,12.8,30.0,98.0,77.0,0.63,1279.0,80.0,18.0,222,0.0,None
T34,22.3,14.5,23.0,97.0,78.0,0.72,1215.0,61.0,20.0,145,0.0,None
T40,20.6,10.1,16.0,71.0,77.0,1.26,1338.0,70.0,20.0,195,0.0,None
T88,14.2,18.0,42.0,79.0,79.0,1.26,1428.0,77.0,27.0,279,0.0,None
T17,11.4,17.0,28.0,81.0,85.0,0.89,1952.0,63.0,16.0,63,0.0,None
T29,22.6,12.3,38.0,72.0,75.0,0.85,1917.0,75.0,24.0,55,0.0,None
T100,18.1,13.9,44.0,86.0,77.0,0.92,1572.0,63.0,31.0,210,0.0,None
T50,10.9,17.0,34.0,71.0,93.0,0.8,922.0,66.0,21.0,243,0.0,None
T76,14.3,13.6,36.0,90.0,93.0,1.11,1511.0,65.0,27.0,298,0.0,None
T95,22.6,11.6,43.0,70.0,92.0,1.34,975.0,61.0,33.0,109,1.0,Generator
T49,23.1,15.2,30.0,71.0,89.0,0.51,1296.0,62.0,31.0,73,0.0,None
T73,18.2,17.2,25.0,95.0,88.0,1.44,1235.0,74.0,32.0,262,1.0,Gearbox
T61,19.7,13.2,43.0,78.0,81.0,0.62,1613.0,62.0,24.0,203,0.0,None
T83,5.8,11.2,17.0,72.0,82.0,1.4,920.0,80.0,17.0,262,0.0,None
T46,17.1,18.3,21.0,82.0,80.0,0.73,1768.0,65.0,25.0,110,0.0,None
T46,18.8,12.5,25.0,72.0,95.0,1.42,1809.0,62.0,16.0,135,1.0,Generator
T17,5.4,15.1,38.0,93.0,88.0,1.29,936.0,67.0,25.0,153,0.0,None
T66,21.9,16.9,42.0,85.0,94.0,0.77,990.0,66.0,25.0,176,1.0,Blades
T5,23.6,13.2,29.0,87.0,80.0,0.53,1913.0,62.0,31.0,137,0.0,None
T54,9.8,16.5,24.0,93.0,87.0,1.22,1578.0,73.0,26.0,94,0.0,None
T16,21.9,14.6,26.0,94.0,90.0,1.32,1956.0,76.0,17.0,80,1.0,Gearbox
T81,18.3,15.7,35.0,74.0,77.0,1.18,1403.0,60.0,24.0,205,0.0,None
T91,16.6,15.9,20.0,78.0,88.0,0.88,1110.0,71.0,30.0,68,0.0,None
T7,21.9,18.2,31.0,75.0,78.0,0.63,1307.0,73.0,17.0,105,0.0,None
T8,10.7,16.6,33.0,72.0,82.0,0.85,1922.0,80.0,25.0,190,0.0,None
T72,20.8,12.6,36.0,86.0,89.0,0.77,1027.0,73.0,25.0,181,0.0,None
T87,11.3,10.6,33.0,77.0,84.0,1.22,1881.0,66.0,34.0,281,0.0,None
T96,20.7,10.0,18.0,75.0,93.0,0.66,1483.0,73.0,31.0,180,0.0,None
T82,14.0,19.0,36.0,85.0,80.0,1.32,977.0,66.0,20.0,216,0.0,None
T38,7.3,19.4,16.0,89.0,78.0,1.11,1340.0,63.0,31.0,272,0.0,None
T54,12.6,10.9,27.0,93.0,82.0,0.98,1168.0,75.0,24.0,79,0.0,None
T76,9.7,14.9,28.0,71.0,92.0,0.86,1533.0,70.0,25.0,81,0.0,None
T15,7.0,11.5,18.0,86.0,92.0,1.01,1068.0,79.0,22.0,103,0.0,None
T92,7.2,19.5,15.0,78.0,82.0,1.04,1935.0,61.0,17.0,263,0.0,None
T50,20.6,12.5,17.0,100.0,91.0,0.74,1132.0,70.0,35.0,251,0.0,None
T56,22.6,15.0,28.0,75.0,77.0,1.49,1596.0,65.0,17.0,188,0.0,None
T95,23.5,11.7,22.0,83.0,75.0,1.41,1814.0,70.0,17.0,211,0.0,None
T9,22.1,13.3,17.0,99.0,92.0,0.89,1555.0,61.0,17.0,33,0.0,None
T8,21.6,12.7,23.0,76.0,92.0,0.75,1621.0,61.0,21.0,102,0.0,None
T19,6.4,14.8,31.0,94.0,78.0,0.81,1350.0,71.0,26.0,48,0.0,None
T51,20.8,14.2,37.0,77.0,81.0,1.48,1012.0,67.0,30.0,272,0.0,None
T72,20.7,13.3,27.0,72.0,92.0,0.91,1044.0,60.0,30.0,248,0.0,None
T98,7.6,11.1,33.0,71.0,77.0,1.41,1672.0,72.0,25.0,125,0.0,None
T57,18.2,14.8,33.0,98.0,92.0,0.56,1777.0,69.0,32.0,65,0.0,None
T68,14.1,18.5,42.0,76.0,86.0,1.28,1827.0,80.0,15.0,117,0.0,None
T31,23.0,17.3,20.0,79.0,88.0,1.26,1299.0,77.0,16.0,194,0.0,None
T3,18.9,17.2,29.0,99.0,87.0,1.15,1966.0,75.0,28.0,193,0.0,None
T99,24.0,13.7,34.0,90.0,87.0,0.62,1606.0,70.0,24.0,274,0.0,None
T83,7.1,17.1,31.0,85.0,79.0,1.48,1069.0,70.0,25.0,134,0.0,None
T43,5.8,14.7,29.0,83.0,80.0,0.71,974.0,79.0,19.0,236,0.0,None
T29,24.5,11.5,44.0,71.0,87.0,1.21,1499.0,75.0,32.0,82,1.0,Blades
T10,6.6,14.2,43.0,95.0,83.0,1.25,1715.0,62.0,25.0,216,0.0,None
T12,12.7,11.3,33.0,93.0,86.0,1.26,920.0,69.0,19.0,168,0.0,None
T46,18.0,11.1,28.0,73.0,80.0,1.33,925.0,68.0,18.0,236,0.0,None
T30,22.6,10.2,38.0,81.0,84.0,1.49,1536.0,62.0,35.0,33,0.0,None
T94,10.1,12.8,30.0,97.0,78.0,0.6,1989.0,77.0,30.0,273,0.0,None
T82,5.6,13.3,45.0,77.0,76.0,0.97,1711.0,66.0,26.0,86,0.0,None
T88,15.4,17.0,36.0,88.0,94.0,1.47,1067.0,67.0,26.0,117,1.0,Generator
T32,14.4,15.4,17.0,85.0,89.0,1.38,996.0,80.0,17.0,34,0.0,None
T73,11.1,18.6,27.0,95.0,85.0,1.49,1796.0,74.0,29.0,131,1.0,Gearbox
T47,22.5,11.8,37.0,71.0,86.0,1.08,1791.0,76.0,33.0,92,0.0,None
T88,20.0,12.7,40.0,94.0,85.0,1.17,1403.0,62.0,33.0,169,0.0,None
T63,22.2,19.4,39.0,74.0,93.0,0.76,939.0,71.0,31.0,209,0.0,None
T26,8.2,14.4,44.0,70.0,90.0,0.96,1743.0,74.0,28.0,31,0.0,None
T3,18.8,17.9,30.0,88.0,82.0,0.52,1353.0,76.0,20.0,68,0.0,None
T23,24.5,14.9,19.0,78.0,79.0,1.22,1798.0,78.0,22.0,187,0.0,None
T75,17.2,14.7,35.0,91.0,76.0,1.43,1059.0,62.0,32.0,57,1.0,Gearbox
T74,8.4,11.5,17.0,84.0,78.0,0.61,1410.0,75.0,29.0,200,0.0,None
T50,24.9,18.5,44.0,88.0,85.0,0.95,1479.0,62.0,35.0,98,1.0,Blades
T36,15.6,10.8,38.0,91.0,79.0,1.12,1307.0,68.0,17.0,184,0.0,None
T13,21.8,13.1,44.0,98.0,81.0,1.13,1989.0,69.0,22.0,229,1.0,Blades
T29,8.0,16.7,26.0,95.0,78.0,0.81,1739.0,66.0,33.0,198,0.0,None
T38,18.3,15.1,15.0,85.0,93.0,0.52,1813.0,77.0,16.0,190,0.0,None
T77,23.3,18.8,31.0,83.0,76.0,1.39,1165.0,72.0,22.0,249,0.0,None
T90,15.6,10.4,19.0,90.0,82.0,0.59,1323.0,63.0,34.0,123,0.0,None
T84,10.8,16.5,35.0,92.0,80.0,0.68,1022.0,67.0,26.0,272,0.0,None
T5,7.5,14.8,30.0,75.0,75.0,1.46,1998.0,62.0,21.0,130,0.0,None
T20,10.9,11.5,38.0,71.0,94.0,1.0,1183.0,70.0,34.0,254,0.0,None
T78,12.1,17.4,24.0,84.0,81.0,1.37,1011.0,67.0,22.0,115,0.0,None
T14,19.2,14.1,40.0,73.0,85.0,1.4,1126.0,66.0,18.0,146,0.0,None
T8,8.6,15.3,35.0,78.0,87.0,1.49,1529.0,77.0,27.0,245,0.0,None
T48,7.1,19.7,45.0,88.0,87.0,0.54,1269.0,77.0,29.0,189,0.0,None
T13,12.7,14.9,20.0,75.0,84.0,0.55,1080.0,74.0,17.0,198,0.0,None
T24,14.2,18.2,17.0,71.0,87.0,0.69,1415.0,78.0,27.0,272,0.0,None
T79,17.6,17.7,41.0,87.0,90.0,1.16,1638.0,73.0,22.0,172,0.0,None
T65,19.2,16.6,25.0,84.0,94.0,0.76,1631.0,72.0,17.0,80,0.0,None
T86,22.8,19.0,28.0,79.0,88.0,1.0,916.0,62.0,28.0,55,0.0,None
T34,10.8,12.5,43.0,84.0,84.0,1.29,1731.0,60.0,20.0,145,0.0,None
T51,15.6,18.2,28.0,91.0,84.0,0.69,1165.0,64.0,18.0,220,0.0,None
T3,12.3,13.8,24.0,73.0,89.0,0.79,1914.0,76.0,17.0,292,0.0,None
T90,5.0,18.1,17.0,78.0,88.0,1.23,1052.0,79.0,23.0,152,0.0,None
T78,16.6,14.9,28.0,94.0,83.0,0.51,1339.0,65.0,27.0,182,0.0,None
T58,21.3,18.6,35.0,90.0,82.0,1.26,1243.0,63.0,35.0,56,0.0,None
T72,5.7,18.9,23.0,78.0,95.0,1.18,1441.0,77.0,22.0,252,0.0,None
T55,5.1,16.0,37.0,82.0,90.0,0.63,1245.0,68.0,27.0,58,0.0,None
T80,19.6,15.1,29.0,74.0,79.0,0.74,1748.0,80.0,17.0,284,0.0,None
T42,18.7,17.8,41.0,78.0,81.0,0.52,1320.0,79.0,34.0,97,0.0,None
T21,13.1,12.7,20.0,95.0,93.0,1.08,1285.0,67.0,30.0,128,0.0,None
T10,18.2,10.2,38.0,83.0,88.0,0.9,1968.0,71.0,29.0,47,0.0,None
T57,24.1,14.1,43.0,89.0,81.0,0.92,1344.0,74.0,26.0,69,1.0,Blades
T25,10.0,15.1,37.0,75.0,82.0,0.6,1043.0,73.0,26.0,78,0.0,None
T56,9.9,13.0,27.0,75.0,83.0,0.85,1195.0,80.0,24.0,62,0.0,None
T38,8.7,13.8,22.0,98.0,79.0,1.42,1696.0,67.0,16.0,36,1.0,Gearbox
T86,19.5,11.3,18.0,95.0,85.0,0.56,1188.0,75.0,16.0,208,0.0,None
T61,12.1,12.8,34.0,94.0,90.0,1.47,1649.0,72.0,19.0,115,1.0,Gearbox
T47,24.8,12.4,19.0,80.0,86.0,1.35,1906.0,70.0,19.0,265,0.0,None
T54,19.3,13.0,40.0,87.0,88.0,0.7,1312.0,63.0,16.0,247,0.0,None
T46,12.3,13.0,44.0,85.0,87.0,1.21,1112.0,75.0,25.0,120,0.0,None
T68,8.0,15.6,19.0,99.0,76.0,0.59,1688.0,68.0,25.0,286,0.0,None
T4,16.8,12.5,26.0,77.0,79.0,0.66,1382.0,63.0,27.0,136,0.0,None
T94,10.9,19.4,43.0,98.0,82.0,0.99,951.0,60.0,31.0,180,0.0,None
T66,23.1,15.1,29.0,91.0,93.0,0.9,1536.0,63.0,34.0,105,0.0,None
T93,13.8,11.3,31.0,82.0,82.0,1.32,1539.0,74.0,34.0,280,0.0,None
T43,10.9,12.8,37.0,78.0,82.0,1.44,1650.0,75.0,33.0,41,0.0,None
T62,16.8,17.3,21.0,93.0,77.0,1.44,1709.0,61.0,30.0,142,1.0,Gearbox
T100,7.7,10.1,44.0,95.0,94.0,0.65,1610.0,63.0,28.0,128,0.0,None
T85,16.2,19.4,38.0,81.0,91.0,1.19,1272.0,80.0,17.0,269,0.0,None
T85,6.1,14.5,20.0,75.0,90.0,1.07,1819.0,68.0,28.0,237,0.0,None
T85,17.1,15.2,18.0,85.0,83.0,0.87,1929.0,78.0,18.0,147,0.0,None
T4,15.6,19.9,43.0,84.0,77.0,1.49,1232.0,68.0,30.0,211,0.0,None
T65,15.4,15.0,36.0,92.0,80.0,0.96,1210.0,71.0,18.0,237,0.0,None
T62,18.7,19.5,16.0,99.0,92.0,1.17,1464.0,78.0,29.0,164,0.0,None
T90,5.9,19.2,19.0,86.0,79.0,1.0,1984.0,80.0,16.0,283,0.0,None
T2,14.2,19.4,16.0,92.0,93.0,0.6,1080.0,61.0,21.0,145,0.0,None
T9,13.9,18.1,44.0,81.0,86.0,0.64,1444.0,73.0,22.0,226,0.0,None
T57,14.2,13.0,30.0,88.0,89.0,1.25,1114.0,69.0,21.0,57,0.0,None
T45,24.6,13.5,29.0,73.0,84.0,1.3,1351.0,71.0,21.0,258,0.0,None
T18,7.8,13.6,44.0,94.0,94.0,0.86,1317.0,64.0,26.0,183,0.0,None
T48,18.8,19.8,30.0,80.0,80.0,0.57,1528.0,78.0,31.0,198,0.0,None
T42,13.0,13.6,31.0,72.0,86.0,1.46,938.0,66.0,32.0,266,0.0,None
T41,15.2,11.1,45.0,100.0,76.0,1.0,1788.0,63.0,16.0,174,0.0,None
T75,20.2,17.8,18.0,97.0,85.0,0.63,1680.0,74.0,19.0,135,0.0,None
T89,8.1,13.7,45.0,76.0,94.0,0.7,2000.0,80.0,21.0,36,0.0,None
T90,20.3,16.2,20.0,81.0,77.0,0.55,1181.0,65.0,29.0,65,0.0,None
T58,6.4,19.2,29.0,98.0,85.0,1.21,1855.0,69.0,23.0,126,0.0,None
T100,14.7,15.8,25.0,94.0,87.0,1.2,1571.0,61.0,25.0,202,0.0,None
